rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
blok_mieszkań,40.51,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526000.0,
blok_mieszkań,40.72,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619700.0,
blok_mieszkań,43.83,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,
blok_mieszkań,44.05,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000.0
blok_mieszkań,44.87,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579000.0,
blok_mieszkań,45.7,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,
blok_mieszkań,45.76,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644000.0,
blok_mieszkań,45.84,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,
blok_mieszkań,46.85,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598000.0,
blok_mieszkań,51.79,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647375.0,
blok_mieszkań,51.9,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000.0
blok_mieszkań,53.46,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,
blok_mieszkań,54.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000.0
blok_mieszkań,56.83,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740000.0,
blok_mieszkań,57.24,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000.0,
blok_mieszkań,58.08,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739000.0,
blok_mieszkań,60.52,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786760.0,
blok_mieszkań,60.9,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657400.0
blok_mieszkań,61.17,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,
blok_mieszkań,61.7,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755000.0,
blok_mieszkań,62.51,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000.0
blok_mieszkań,62.8,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000.0,
blok_mieszkań,63.36,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,
blok_mieszkań,63.47,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795000.0,
blok_mieszkań,63.56,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759000.0,
blok_mieszkań,64.63,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748500.0
blok_mieszkań,64.78,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744000.0,
blok_mieszkań,65.72,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000.0,
blok_mieszkań,66.36,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000.0,
blok_mieszkań,67.26,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799999.0
blok_mieszkań,68.91,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745000.0,
blok_mieszkań,69.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000.0,
blok_mieszkań,69.99,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000.0
blok_mieszkań,72.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079000.0,
blok_mieszkań,76.96,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,
blok_mieszkań,77.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000.0,
blok_mieszkań,77.93,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000.0,
blok_mieszkań,81.37,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,
blok_mieszkań,81.91,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789000.0,
blok_mieszkań,88.29,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889000.0,
blok_mieszkań,88.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000.0,
blok_mieszkań,89.35,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920000.0,
blok_mieszkań,89.51,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878000.0,
blok_mieszkań,96.59,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570000.0,
blok_mieszkań,101.42,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000.0,
blok_mieszkań,115.64,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180000.0,
kamienica,34.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,748000.0,,,,,,,,,,,,,,,,,
kamienica,34.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,308000.0,,,615000.0,,
kamienica,56.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,699000.0,
kamienica,56.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,945000.0,,,
kamienica,60.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1249000.0,,,
kamienica,83.0,nizki_poziom_jakosci,kwiecien_2024,,,429000.0,,,,,,,,,,,,,,,,,,,,,,420000.0,,,,,
kamienica,83.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.0,
kamienica,35.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,595000.0,,,,,,,,,,,,,,,,,
kamienica,36.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,,,440000.0,
kamienica,36.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,941000.0,,430000.0,
kamienica,42.0,nizki_poziom_jakosci,kwiecien_2024,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,425000.0,
kamienica,42.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,860000.0,,,,,,,,,,,,,,930000.0,,639000.0,
kamienica,45.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,540000.0,,,,,,,,,,575000.0,
kamienica,48.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,352000.0,,,,,,,,,,,,,,,743000.0,,575000.0,
kamienica,48.0,wysoki_poziom_jakosci,kwiecien_2024,,,414000.0,,,,,,,,,,,,,,,,,,,,,,,,1119450.0,,,
kamienica,48.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.0,,,
kamienica,55.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,370000.0,,,,,,,,,,,,,,,,,,
kamienica,55.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,58.0,nizki_poziom_jakosci,kwiecien_2024,,,329900.0,,,,,,,,,,,,432000.0,,,,,,,,,,517000.0,,765000.0,,,
kamienica,58.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,551000.0,,,,,,,,,,,,1100000.0,,870000.0,
kamienica,58.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,823100.0,,,,,,,,,,,
kamienica,60.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,519000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,61.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,325000.0,,1220000.0,,320000.0,,,,,,,,,,,,,,,
kamienica,61.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,
kamienica,27.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,,,,,
kamienica,31.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419000.0,
kamienica,31.0,wysoki_poziom_jakosci,kwiecien_2024,,,249000.0,,,,,,,,,,524500.0,,289500.0,,,,,,,,,,,,740000.0,,,
kamienica,32.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,476000.0,,,,,,349000.0,,,,,,,,,,,
kamienica,32.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534333.3333333334,
kamienica,34.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,640000.0,,,
kamienica,35.0,nizki_poziom_jakosci,kwiecien_2024,,,220000.0,,,,,,,,,,,,,,,,,,,,,,,,730000.0,,,
kamienica,35.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,759666.6666666666,720000.0,,
kamienica,37.0,nizki_poziom_jakosci,kwiecien_2024,,,239000.0,,,,409000.0,,,,280000.0,,,,,,,,,,,,,365000.0,,,,,440000.0,
kamienica,37.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,772500.0,,,
kamienica,37.5,wysoki_poziom_jakosci,kwiecien_2024,,,399000.0,,,,,,,,,,649000.0,,374000.0,,,,,,,,,,,,,,,
kamienica,38.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,540000.0,,,,,,,,,,,,,,,,,,,,689400.0,,,
kamienica,38.0,wysoki_poziom_jakosci,kwiecien_2024,,,269000.0,,,,,,,,,,,,,,,,,,,,,,,,969000.0,,,
kamienica,39.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,740000.0,,,
kamienica,42.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,,,
kamienica,42.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,998000.0,,,
kamienica,44.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,894000.0,,219000.0,,,,,,,,,,,,670000.0,,,
kamienica,44.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,716999.5,,,,,,,,,,,,,,,,,,,,793500.0,788000.0,,
kamienica,46.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,730000.0,,,
kamienica,46.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,899000.0,,359900.0,,,,,,,,,,,,950000.0,,,
kamienica,47.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,352000.0,,,,289000.0,,,,,,,,,,,,1199000.0,,,
kamienica,47.0,wysoki_poziom_jakosci,kwiecien_2024,,,379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,739000.0,
kamienica,47.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,780000.0,,,
kamienica,47.6,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,287000.0,,,,,,,,,,,,,,,
kamienica,50.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,420000.0,,395000.0,,,,,,320000.0,,880000.0,,564000.0,
kamienica,50.0,wysoki_poziom_jakosci,kwiecien_2024,,,430000.0,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,829500.0,
kamienica,51.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,369000.0,,,,,,,,,,449000.0,,,1120000.0,675000.0,
kamienica,51.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,
kamienica,53.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,639000.0,,,,,,,,,,,,,,,,,,857000.0,,,
kamienica,53.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,940540.0,,,,,,,,,,,,,,,,680000.0,
kamienica,54.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640000.0,
kamienica,54.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,729000.0,,,,,,,,1432500.0,,749000.0,
kamienica,60.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,787500.0,,,,,,,,,,,,,,,,690000.0,,487500.0,,1150000.0,,,
kamienica,60.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,445000.0,,,,,,,,,,1062996.6666666667,,589000.0,
kamienica,63.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,313000.0,,,,,,,,,,,,,,,
kamienica,63.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000.0,
kamienica,73.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,623000.0,,,,690000.0,,,,,,,,,,,,,,699000.0,
kamienica,85.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1999999.0,,,
kamienica,85.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,850000.0,,,,,,,,,,,,,,,,,,,
kamienica,87.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1834900.0,,,
kamienica,87.0,wysoki_poziom_jakosci,kwiecien_2024,,,529500.0,,,,,,,,,,1849000.0,,,,,,,,,,,,,,,,,
kamienica,94.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,2350000.0,,,,710000.0,,,,,,,,,,,,,
kamienica,26.83,nizki_poziom_jakosci,kwiecien_2024,,,190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,28.53,nizki_poziom_jakosci,kwiecien_2024,,,217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,28.53,wysoki_poziom_jakosci,kwiecien_2024,,,217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,31.17,wysoki_poziom_jakosci,kwiecien_2024,,,308000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,35.8,nizki_poziom_jakosci,kwiecien_2024,,,199999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,35.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000.0,
kamienica,37.3,wysoki_poziom_jakosci,kwiecien_2024,,,245000.0,,,,,,,,,,,,,,,,,,,,,,,,759000.0,,,
kamienica,37.9,wysoki_poziom_jakosci,kwiecien_2024,,,259000.0,,,,,,,,,,,,,,,,,,,,,,,,680000.0,,,
kamienica,38.1,nizki_poziom_jakosci,kwiecien_2024,,,336000.0,,,,,,,,,,,,,,,,,,228000.0,,,,,,,,,
kamienica,38.97,nizki_poziom_jakosci,kwiecien_2024,,,244000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.0,nizki_poziom_jakosci,kwiecien_2024,,,269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,819000.0,,,
kamienica,39.4,nizki_poziom_jakosci,kwiecien_2024,,,234000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.55,wysoki_poziom_jakosci,kwiecien_2024,,,269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.84,nizki_poziom_jakosci,kwiecien_2024,,,229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,40.0,nizki_poziom_jakosci,kwiecien_2024,,,279000.0,,,,602000.0,,,,,350000.0,749000.0,,,,,,,,,,,,,,,,429000.0,
kamienica,40.0,wysoki_poziom_jakosci,kwiecien_2024,,,328250.0,,,,850000.0,,,,,,889166.6666666666,,,,,,,,,,,,,,1039500.0,,509450.0,
kamienica,41.41,nizki_poziom_jakosci,kwiecien_2024,,,239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,48.31,nizki_poziom_jakosci,kwiecien_2024,,,279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,52.0,nizki_poziom_jakosci,kwiecien_2024,,,289000.0,,,,,,,,,,,,339000.0,,,,,,,,,,,,,,499000.0,
kamienica,52.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,450000.0,,1180000.0,,,
kamienica,57.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,
kamienica,57.0,wysoki_poziom_jakosci,kwiecien_2024,,,469000.0,,,,,,889000.0,,,,,,,,,,,,,,,,,,1197000.0,,,
kamienica,62.49,wysoki_poziom_jakosci,kwiecien_2024,,,347000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,65.28,wysoki_poziom_jakosci,kwiecien_2024,,,530000.0,,,,,,,,,,,,520000.0,,,,,,,,,,,,,,,
kamienica,66.74,wysoki_poziom_jakosci,kwiecien_2024,,,415000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,71.3,nizki_poziom_jakosci,kwiecien_2024,,,359000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,75.0,nizki_poziom_jakosci,kwiecien_2024,,,352500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,79.2,nizki_poziom_jakosci,kwiecien_2024,,,395000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,79.4,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,
kamienica,79.4,wysoki_poziom_jakosci,kwiecien_2024,,,539000.0,,,,,,,,,,,,,,,,979000.0,,,,,,,,,,,
kamienica,90.74,nizki_poziom_jakosci,kwiecien_2024,,,540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,91.38,wysoki_poziom_jakosci,kwiecien_2024,,,630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,95.0,nizki_poziom_jakosci,kwiecien_2024,,,599000.0,,,,,,,,620000.0,,1750000.0,,,,,,,,,,,,,,1999000.0,,,
kamienica,95.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,939000.0,,,,,,,,,,1799900.0,,,
kamienica,96.0,nizki_poziom_jakosci,kwiecien_2024,,,679000.0,,,,,,,,,,,,,,,,,,,,,,,,1950000.0,,997500.0,
kamienica,96.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,2099500.0,,,,,,,,,,,,,,,,1029900.0,
kamienica,98.39,wysoki_poziom_jakosci,kwiecien_2024,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,110.07,nizki_poziom_jakosci,kwiecien_2024,,,570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,114.0,nizki_poziom_jakosci,kwiecien_2024,,,570000.0,,,,,,,,,,1800000.0,,,,,,,,,,,,,,,,,
kamienica,114.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1849000.0,,,,,,,,,,,,,,,,,
kamienica,81.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,699000.0,,,,,,,,,,,
kamienica,33.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,690000.0,,,,,,,,,,,,,,,,,
kamienica,33.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,380000.0,,,,,
kamienica,41.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,439000.0,
kamienica,41.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,749000.0,,,,,,,,395000.0,,,,,,,,,,,,,,530000.0,
kamienica,49.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1099000.0,,,,,,,,,,,,,,,1127000.0,557000.0,
kamienica,49.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1104700.0,,,,,,,,,,,,,,,,539000.0,
kamienica,51.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,
kamienica,51.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,740000.0,,,,,,,,,,,,,,,,,,509000.0,,,,,
kamienica,64.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1001000.0,,,,,,,,,,,,,,1320000.0,,,
kamienica,64.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1378400.0,,832000.0,
kamienica,64.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,647900.0,,,,,,,,,,1220000.0,,,
kamienica,65.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,,,
kamienica,64.35,nizki_poziom_jakosci,kwiecien_2024,,,,,549000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,74.0,nizki_poziom_jakosci,kwiecien_2024,,,,,439000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,74.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,
kamienica,65.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,879000.0,,,,,,,,,,,,,,,,,,565000.0,,,,,
kamienica,65.09,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,340000.0,,,,,
kamienica,65.61,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,,,
kamienica,76.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1496666.6666666667,,,
kamienica,30.19,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,307000.0,,,,,,,,,,,,,,,
kamienica,42.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000.0,
kamienica,48.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,824500.0,,
kamienica,49.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,849000.0,,,,,,,,,,495000.0,,,,,,,,,,,,,
kamienica,53.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,
kamienica,55.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,295000.0,,,,,,,,,,,,,,,,,,,
kamienica,61.08,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579999.0,
kamienica,69.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,
kamienica,77.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1399700.0,,,,,,,,,,,,,,,1290000.0,,
kamienica,90.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2150000.0,,,
kamienica,90.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,2050000.0,,,,,,,,,,,,,,,,,
kamienica,108.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1850000.0,,,
kamienica,108.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,2450000.0,,,,,,,,,,,,,,,,,
kamienica,25.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,649000.0,,,
kamienica,25.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,460000.0,,,,,,,,185000.0,,,,,,,,,,,,,,,
kamienica,31.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,589000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,52.23,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,699000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,56.6,nizki_poziom_jakosci,kwiecien_2024,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,57.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,899000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,59.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,759000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,71.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,480000.0,,,,400000.0,,,,,,,,,,,,,,,
kamienica,71.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,1130000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,72.05,nizki_poziom_jakosci,kwiecien_2024,,,,,,,1090000.0,,,,,,,,,,,,,,,,,,,,,,,
